Date,WIL5000,WIL5000:BofA_AAA,WIL5000:BofA_BBB,WIL5000:BofA_CCC,WIL5000:Gold
2017-08-31,0.9999999999953584,0.8758918635160918,0.9288564644735097,0.9552838895525384,0.7403616938251173
2017-09-01,0.9999999999949054,0.8789023391209775,0.9296695833568673,0.9539280568398768,0.7386700196957269
2017-09-05,0.9999999999952807,0.8798658418412096,0.9293215747697647,0.9530632312190906,0.7359073115388766
2017-09-06,0.9999999999951049,0.8813057156507814,0.9293124238761782,0.9531596378239986,0.7344999204702211
2017-09-07,0.9999999999949057,0.8813490736137588,0.9287079984689072,0.9536804509150227,0.732033559713303
2017-09-08,0.9999999999950909,0.8804125485452934,0.9278220964036493,0.9546076110370347,0.7286747257772911
2017-09-11,0.9999999999954996,0.8801150537985316,0.9274599075967297,0.9545068119558424,0.7278821522817199
2017-09-12,0.9999999999955104,0.8795813702768256,0.9270434236607286,0.9548670320369278,0.7282619490119687
2017-09-13,0.9999999999955417,0.8786175690292537,0.9262336144655476,0.9541050631770991,0.7278100205888418
2017-09-14,0.9999999999955498,0.8776459491532265,0.9255488346871598,0.9548206982744212,0.7266700427617193
2017-09-15,0.9999999999952085,0.8764807070442342,0.9247510536784969,0.9553166860002055,0.724996717670799
2017-09-18,0.9999999999953315,0.8754486427882266,0.9238826305504685,0.9564401920151303,0.7231015155669858
2017-09-19,0.9999999999953796,0.8741620644347569,0.9232117021782256,0.9583490826786868,0.722493161562088
2017-09-20,0.9999999999952679,0.8728315579926381,0.9221489248863002,0.9598653803510014,0.7209557302048738
2017-09-21,0.9999999999955714,0.8718476371067072,0.9211652688034668,0.9610503540484306,0.7163526943716348
2017-09-22,0.9999999999954989,0.8721166541858325,0.9205114578844057,0.9611520544676021,0.7106038150375968
2017-09-25,0.999999999995136,0.8732640361074305,0.9204022108471657,0.9613932347657753,0.7043469988938449
2017-09-26,0.999999999995151,0.8750173017107545,0.9205288413314535,0.9616023646325758,0.6994989753782654
2017-09-27,0.9999999999949827,0.875061938176633,0.9195784036046526,0.9619302440653891,0.6936181621668905
2017-09-28,0.9999999999945745,0.8774486206447637,0.9196302918227345,0.9618388280863709,0.6877349997754727
2017-09-29,0.9999999999947362,0.8781054818187384,0.9188988993363183,0.9619000513487007,0.6816340691155729
2017-10-02,0.9999999999952639,0.879750545865433,0.9184581542747859,0.9614229987211489,0.6718419142510802
2017-10-03,0.9999999999951559,0.8813583638995734,0.9179010723131077,0.9605375293014359,0.6618514250577854
2017-10-04,0.999999999995377,0.8826115047367968,0.9171714660548579,0.9600281058429799,0.6518559416597326
2017-10-05,0.9999999999951183,0.8828391930000643,0.9157699610281979,0.9591398003984155,0.6436204817224883
2017-10-06,0.9999999999954747,0.8820165327857606,0.9139035096652559,0.9584029617842331,0.629277123292869
2017-10-09,0.9999999999953902,0.8837636442968427,0.913703806648379,0.9576906238293781,0.624813171182817
2017-10-10,0.9999999999955178,0.8838476858676508,0.9126699578711238,0.9571225952813222,0.6232559525794722
2017-10-11,0.9999999999955617,0.8830506252656445,0.9109092168474223,0.95618536414792,0.6170992167031958
2017-10-12,0.9999999999957104,0.88246352150804,0.9094156251525244,0.9554314312460732,0.612125885324134
2017-10-13,0.9999999999961315,0.8843417051267938,0.9095420418396761,0.9544255817303078,0.6115887648791206
2017-10-16,0.9999999999958032,0.8835456282987012,0.9081477143542229,0.9542344942345382,0.6126307408056414
2017-10-17,0.9999999999959662,0.8824707105602095,0.9069633226956216,0.9546745651463917,0.606308404640195
2017-10-18,0.9999999999959626,0.8806274462019975,0.9051145593714939,0.9550295854629692,0.5978019995207738
2017-10-19,0.999999999996274,0.8797171067357398,0.9037123853577,0.9550093068765061,0.590216147800683
2017-10-20,0.9999999999961218,0.876189892282703,0.900650951696585,0.9543168496720146,0.5795971661131317
2017-10-23,0.99999999999635,0.8738735672161612,0.8988472582758704,0.9542067876523838,0.5706783820480992
2017-10-24,0.9999999999965985,0.8705397875484725,0.8962748828849466,0.9538700196335113,0.5600558300328896
2017-10-25,0.9999999999964793,0.8670740786791821,0.8937326663754434,0.9533763283444366,0.5532811013467781
2017-10-26,0.9999999999965212,0.8630761221281338,0.8909260687743936,0.9528788098979011,0.5447297790893696
2017-10-27,0.9999999999966896,0.8593665028991614,0.8878164709911475,0.9509584121749963,0.534368517730847
2017-10-30,0.9999999999964471,0.8581618278614372,0.8866966213398417,0.949810256975838,0.5278417365524206
2017-10-31,0.9999999999965161,0.85672531416065,0.8854869953908726,0.9486586153975715,0.5233527696632571
2017-11-01,0.9999999999965472,0.8542918519689446,0.8837219519828914,0.9479690387299491,0.5195503338116491
2017-11-02,0.9999999999964471,0.8525017388705067,0.8823733175346758,0.9469962817582219,0.5146200897070755
2017-11-03,0.9999999999964486,0.8505665794057315,0.8810108728276934,0.9456946626619349,0.5042477664248887
2017-11-06,0.9999999999968059,0.8493326690424069,0.8802871740423913,0.9448948214719917,0.49673669169786894
2017-11-07,0.999999999996862,0.8489839302724034,0.8805916307017807,0.944645360095024,0.4907785786780348
2017-11-08,0.9999999999970047,0.847118814472126,0.8798930274108853,0.9425441336398476,0.4897160705927413
2017-11-09,0.9999999999972944,0.8450876558117209,0.8791833704107517,0.9397936103937657,0.4893285286901138
2017-11-10,0.9999999999974654,0.8412940446064507,0.8777081293473967,0.9379307452234069,0.48784915502478854
2017-11-13,0.9999999999976672,0.8376076516057407,0.8760346535660264,0.9355133330950334,0.48459893785783736
2017-11-14,0.9999999999973244,0.8348993035314791,0.8746318880629554,0.9323940346604118,0.4821580182171383
2017-11-15,0.9999999999971462,0.8339033306330358,0.8739786551626918,0.9280561170677213,0.48312055835594514
2017-11-16,0.9999999999974124,0.8317606146649161,0.8724464482425733,0.9249273756436449,0.48351281614937053
2017-11-17,0.9999999999977074,0.8299445335460213,0.871069832883199,0.9221627995597234,0.48512789826258695
2017-11-20,0.9999999999981752,0.8306112972717934,0.8718602707211479,0.9196121560485089,0.48520489043350434
2017-11-21,0.9999999999982805,0.8310350389287197,0.8716479066970204,0.9169748121201576,0.48330312978964574
2017-11-22,0.9999999999981491,0.8325915717073494,0.8723728732060978,0.9148984432177184,0.4815271499959565
2017-11-24,0.9999999999979966,0.8333246535313442,0.8722091425806127,0.9127646598951579,0.48061820516809783
2017-11-27,0.9999999999980698,0.8340125265417645,0.8723254426641354,0.911247917741154,0.4790090640240622
2017-11-28,0.9999999999975232,0.8341435518690405,0.8717007232399093,0.9079939358570975,0.47500490033017095
2017-11-29,0.9999999999974217,0.8342028541544502,0.8714381656787855,0.9052590463382383,0.46773846996900725
2017-11-30,0.9999999999976881,0.833429403151625,0.8700300108465542,0.9020760216639349,0.4587378131087145
2017-12-01,0.9999999999973493,0.8372859199794351,0.872037661049149,0.9002747750420457,0.4482376488825072
2017-12-04,0.999999999997133,0.8404169330427063,0.8736772279715163,0.9006725610152565,0.43597518658721607
2017-12-05,0.9999999999973781,0.845192023701949,0.8770813803719532,0.9022124727393195,0.4235473422744992
2017-12-06,0.9999999999976312,0.8509211185756124,0.8811125037600898,0.9026599842326465,0.41141877951242367
2017-12-07,0.999999999997461,0.8541687551169795,0.8834017227223475,0.902696554349089,0.39443729171092773
2017-12-08,0.9999999999977479,0.8558130359725891,0.8842882824393649,0.9026780998018994,0.37427120390051816
2017-12-11,0.999999999997821,0.8545942931680414,0.8823382430834684,0.9011448483533046,0.3522445606165934
2017-12-12,0.9999999999978642,0.8528736050922191,0.8801798324033556,0.90132204109022,0.32914511592061596
2017-12-13,0.999999999997901,0.8531852471358613,0.8797258393467362,0.9010425470187354,0.30708495799270313
2017-12-14,0.9999999999979198,0.853790051901023,0.8796118183958336,0.9005513248393525,0.29060120525786376
2017-12-15,0.9999999999980361,0.8543185513932844,0.878857420741206,0.8991488657915323,0.27740679133326324
2017-12-18,0.9999999999980995,0.8541626166484384,0.8778884286547263,0.8980856802826664,0.2664392888246726
2017-12-19,0.999999999998226,0.8515233508779838,0.8753984589863918,0.8974727860268598,0.25459460911859194
2017-12-20,0.9999999999983934,0.8479015940035394,0.872908863142285,0.8967377294262684,0.2446224421239067
2017-12-21,0.9999999999984079,0.8462367657949585,0.8711215812663761,0.8962307403032701,0.23344575483546298
2017-12-27,0.9999999999982546,0.8472236978553628,0.8711625983524826,0.8962510818651598,0.22959265137003498
2017-12-28,0.9999999999983117,0.8480994224075145,0.8710388745129372,0.8965272291034287,0.2335907564240043
2018-01-02,0.9999999999985064,0.8460159327248966,0.8691034513284696,0.8968471154445683,0.24266644603862644
2018-01-03,0.9999999999985147,0.8444653786055191,0.8676716100922431,0.8984984905452824,0.2552198167155566
2018-01-04,0.9999999999984414,0.8426356149885864,0.8662542323249236,0.9007138298582897,0.27138794921554565
2018-01-05,0.9999999999985694,0.839141378739183,0.8636878568689385,0.9031508056875547,0.2840740784676188
2018-01-08,0.9999999999985187,0.8348616361158269,0.8605668912960632,0.9055002114826364,0.2980992397821546
2018-01-09,0.9999999999985307,0.826263088102406,0.855012775397864,0.9075175114746187,0.31415692638327536
2018-01-10,0.9999999999985011,0.8182993198515761,0.8495533074348061,0.9086661574512465,0.3371914463111448
2018-01-11,0.999999999998556,0.8126081756515359,0.8450498449865109,0.9106539173058401,0.35899495373416745
2018-01-12,0.9999999999986224,0.8067660559281795,0.8398226816732939,0.9124439878336013,0.38203605363095144
2018-01-16,0.9999999999987769,0.8026478706337822,0.8373738688523573,0.915215555636199,0.4058330855629999
2018-01-17,0.9999999999989669,0.7955086558575561,0.8322018961564166,0.9175061124506988,0.4304387514260761
2018-01-18,0.999999999998935,0.787588884789431,0.827300484265417,0.9198269024089317,0.447774183295142
2018-01-19,0.9999999999989311,0.7777128039017297,0.822000662273245,0.9218741396260223,0.46487152114770464
2018-01-22,0.9999999999988206,0.7637270728829989,0.8142225524365183,0.9234258883365074,0.4796374358310422
2018-01-23,0.9999999999989158,0.7529445027404876,0.80885201233595,0.9263987011067003,0.4940069810986191
2018-01-24,0.9999999999988618,0.7398716792654081,0.8022210888746826,0.9287568518928611,0.5138356629616148
2018-01-25,0.9999999999988566,0.7330351375017564,0.799914375726242,0.9307697702209203,0.530466730159206
2018-01-26,0.999999999998924,0.7218647036062877,0.7947409557305106,0.9326590448837451,0.5458515085992336
2018-01-29,0.9999999999990264,0.7119635825461722,0.7910613001827345,0.9346571792967385,0.5546536315582853
2018-01-30,0.9999999999990375,0.7012296782971288,0.7885342624364151,0.9363857435751602,0.562497943521159
2018-01-31,0.999999999998924,0.6941208565397318,0.788173226934481,0.9381788089550699,0.5698089571574344
2018-02-01,0.9999999999989937,0.6848132072906498,0.786443997862495,0.9396177482471811,0.5753938535578518
2018-02-02,0.9999999999989281,0.6715752079286592,0.7841449766127772,0.9402962252121909,0.5776842303550846
2018-02-05,0.9999999999990293,0.6672929807452369,0.7864032984660934,0.938931627719067,0.5756254522676405
2018-02-06,0.9999999999991318,0.6580953875337935,0.7851517432745257,0.9388729968530904,0.5754374636776765
2018-02-07,0.9999999999991332,0.645506043901928,0.7828162449571108,0.9385516691588006,0.5748842256821635
2018-02-08,0.9999999999990458,0.6368916292940527,0.7819180216150627,0.9367467047448984,0.5708760129886967
2018-02-09,0.9999999999990773,0.6191820513031366,0.7742594166849671,0.9362357324426187,0.570395308651196
2018-02-12,0.9999999999989476,0.5970649939374723,0.7641214989198937,0.9357175680509399,0.5707224430547282
2018-02-13,0.9999999999989196,0.572917173867188,0.752310055538286,0.9352119645330929,0.5706775371888039
2018-02-14,0.9999999999989643,0.5386672606357018,0.7328332194182345,0.9345180175731712,0.5734975849511607
2018-02-15,0.999999999998948,0.5068806322777787,0.7146235730002994,0.9345387573870461,0.5786272490981773
2018-02-16,0.9999999999990441,0.47697321590861114,0.697795938489878,0.9349327342550908,0.5824871048920548
2018-02-20,0.9999999999989437,0.44728013737694144,0.6812684488479996,0.9351474856793998,0.585298661091112
2018-02-21,0.9999999999989486,0.41193619128463965,0.6609296933071522,0.9351374329026032,0.5880261837018101
2018-02-22,0.9999999999989809,0.3807337834082102,0.6413240025977994,0.9351511467641108,0.5901776317412666
2018-02-23,0.9999999999989366,0.3493090671104654,0.6205939745271577,0.9350455279274965,0.5935370755770102
2018-02-26,0.9999999999988751,0.3182675981870973,0.6003219270718824,0.9355432803266122,0.5976349636672162
2018-02-27,0.9999999999989112,0.2897944551668489,0.5797087191081647,0.9356760950912508,0.6013411413866417
2018-02-28,0.9999999999989919,0.26749944029159406,0.5639669659230183,0.935484519738923,0.6046247741782178
2018-03-01,0.9999999999989115,0.2505538764414666,0.5519791059794816,0.9349633656527174,0.6095663058826997
2018-03-02,0.999999999998875,0.22680859896674208,0.5339139423879976,0.9348784936576244,0.6151831676368279
2018-03-05,0.9999999999989976,0.1988681389578452,0.5124190521773541,0.9350171882397353,0.6176457545961357
2018-03-06,0.9999999999989385,0.17267549821140785,0.49167767588801187,0.93512324849678,0.6203093058775503
2018-03-07,0.9999999999989853,0.14511033184316408,0.4686868226367188,0.9352111346229166,0.6227041354992129
2018-03-08,0.9999999999991349,0.1205025020383823,0.4468394660716181,0.9354126200636209,0.6235879162324868
2018-03-09,0.9999999999990107,0.09439786881992537,0.41934109780658196,0.9356791987108982,0.6260780072517016
2018-03-12,0.9999999999989931,0.07027455162236271,0.39327146986764805,0.9359230797654357,0.62555622663309
2018-03-13,0.9999999999990312,0.04877435652587339,0.37012710757198675,0.9360983036209247,0.6256852334087548
2018-03-14,0.9999999999990069,0.03134214566054179,0.35092468946419414,0.9364577576051449,0.6254383057912809
2018-03-15,0.999999999998975,0.01706249261454977,0.3306977804367217,0.9370190957663227,0.623630166071403
2018-03-16,0.9999999999989417,0.0027860640041752925,0.308986332893195,0.938317311199787,0.6203040376884987
2018-03-19,0.9999999999990342,-0.008012774178838982,0.2906642457254438,0.9395347076784085,0.6181821515077169
2018-03-20,0.9999999999991457,-0.020046280977893117,0.26997080692814995,0.9406817370427575,0.6163677505160429
2018-03-21,0.9999999999991862,-0.031768721249174264,0.24916325649560356,0.9416634761579467,0.6146186754759992
2018-03-22,0.9999999999991563,-0.03935968094508961,0.2340605308235519,0.9415864071668231,0.6116319210692407
2018-03-23,0.9999999999992192,-0.043504072901673116,0.22315527713240763,0.9413519033669843,0.6048121625205917
2018-03-26,0.9999999999992362,-0.05537241461237915,0.20425464044075048,0.9410990632620642,0.6005898686561012
2018-03-27,0.9999999999990794,-0.06485156859517918,0.18984347148652442,0.9401723934247687,0.5943956728696109
2018-03-28,0.9999999999991175,-0.07563431913656994,0.17488705999387386,0.9393666072932481,0.5877892280574212
2018-03-29,0.9999999999992384,-0.08600035435063512,0.15970829962885583,0.9390419028264941,0.5822326005790969
2018-04-03,0.9999999999992165,-0.09966582598980593,0.14123396555298198,0.9381472421241598,0.5739205603302918
2018-04-04,0.9999999999992779,-0.11540912074229175,0.1207163492687129,0.9384635983533892,0.5668979826939716
2018-04-05,0.9999999999992124,-0.1307783535269323,0.09937304817538174,0.9386023430972513,0.5602386655207783
2018-04-06,0.9999999999991844,-0.1419040184999489,0.08271158550038549,0.9372451165579085,0.5510580034524075
2018-04-09,0.9999999999990431,-0.14932504282767828,0.069285463639505,0.9354719306427918,0.5432247780963245
2018-04-10,0.9999999999991165,-0.15943390064851792,0.052890348523900475,0.9341858511143488,0.5370536041000883
2018-04-11,0.999999999999018,-0.1667952625151977,0.03933160563940652,0.9321474425302954,0.530387726637979
2018-04-12,0.9999999999990706,-0.1738866172286917,0.025356306762559202,0.9299586325883177,0.5251814396987693
2018-04-13,0.9999999999990499,-0.17768349775545406,0.01506864707723365,0.926499921778255,0.5195591738907903
2018-04-16,0.9999999999992187,-0.181999579944583,0.004900684702113995,0.9233972323130887,0.5157247719242823
2018-04-17,0.9999999999990851,-0.18565820275255043,-0.004876949511843132,0.921106399376924,0.5127951543739676
2018-04-18,0.999999999999129,-0.18964453142750665,-0.015256669338700925,0.9180158854654882,0.5105796558915691
2018-04-19,0.9999999999989307,-0.1965090490375806,-0.02792314322275978,0.91590559842781,0.5079424263895173
2018-04-20,0.9999999999987789,-0.20708068952524472,-0.043368782789068416,0.9130580117589345,0.5042702905018249
2018-04-23,0.9999999999987772,-0.2157807440706112,-0.05634854180784256,0.9110076061322582,0.4993712514896225
2018-04-24,0.9999999999987429,-0.22327296584245412,-0.06701675646848607,0.9082461708139585,0.4945376898860671
2018-04-25,0.9999999999987503,-0.228585836311943,-0.07659521291841727,0.9066072304286207,0.4899011074578859
2018-04-26,0.999999999998661,-0.23749739991942495,-0.08868241177775947,0.9054504637418436,0.48575948910171596
2018-04-27,0.9999999999987097,-0.24282384694059392,-0.09694132360371854,0.9041005896425045,0.4821994413877792
2018-04-30,0.9999999999987832,-0.2468419901058598,-0.10311849110135456,0.901635363751284,0.4775321999111959
2018-05-01,0.9999999999989696,-0.24941037519337192,-0.10869770329266516,0.8993029891171587,0.4718497572881892
2018-05-02,0.9999999999987359,-0.2533374049589959,-0.11492729718236652,0.8951752325624948,0.4645027140787541
2018-05-03,0.9999999999987875,-0.25612298580541176,-0.1195394996067402,0.8913945205736384,0.4575456377948565
2018-05-04,0.999999999998721,-0.26431144640112375,-0.12997209839241347,0.8891547949775053,0.4502492946402589
2018-05-08,0.9999999999986466,-0.2713040522028878,-0.14049795160441297,0.8862654178351445,0.4438116096782619
2018-05-09,0.9999999999985903,-0.280698949185519,-0.15457495104392152,0.8831657184852897,0.4409267737059514
2018-05-10,0.9999999999986472,-0.29113708287120177,-0.17001763509341958,0.8807308027848602,0.43916575658027673
2018-05-11,0.9999999999986052,-0.301347516158188,-0.18480438213936332,0.8788125421028878,0.43714462739287546
2018-05-14,0.9999999999987008,-0.3114475781826556,-0.19854797729575635,0.8766474382163729,0.4317966842880776
2018-05-15,0.9999999999985344,-0.3210892744090778,-0.21189950036637628,0.8737276137928521,0.42490079140357934
2018-05-16,0.9999999999985408,-0.33177569076339525,-0.2267887914527421,0.8707374822939041,0.4205491090632359
2018-05-17,0.9999999999986057,-0.3416026065638184,-0.24049341050795733,0.8676683482045513,0.41462006273679813
2018-05-18,0.9999999999986551,-0.35142280522772834,-0.25383972729728477,0.8644361681319653,0.4053065732979542
2018-05-21,0.9999999999985925,-0.3595878301121939,-0.26627344649563217,0.8616396656836481,0.39566062292352205
2018-05-22,0.9999999999984871,-0.3676912115229057,-0.27877095075141006,0.8580891012711576,0.38875519804630443
2018-05-23,0.9999999999983125,-0.3734474928001965,-0.28901266029279826,0.8552004067695955,0.3788637908927963
2018-05-24,0.9999999999984146,-0.3767965440509139,-0.2963248309579424,0.8520891583275135,0.3871319075514223
2018-05-25,0.999999999998267,-0.37903056647555755,-0.3023737428792846,0.8490752176072195,0.3903712729513645
2018-05-29,0.9999999999982087,-0.3757220428016405,-0.3030559205404899,0.8457450654606954,0.39376338229173863
2018-05-30,0.9999999999982262,-0.37641153428146074,-0.3085789861350207,0.8436514304390843,0.400363367115774
2018-05-31,0.9999999999979903,-0.37059250047472747,-0.3075316608612781,0.8402779690958987,0.4178983304493805
2018-06-01,0.9999999999978348,-0.37020771013456544,-0.31192326633476647,0.8382038935528052,0.43314295747859705
2018-06-04,0.9999999999978784,-0.36828505261827105,-0.3148322326752845,0.836384347184421,0.4520119811676117
2018-06-05,0.999999999997639,-0.3661784277177647,-0.31799912839549077,0.8341579623245285,0.47284386376953613
2018-06-06,0.9999999999973738,-0.3712926013382288,-0.3277113141115893,0.8332680964531112,0.48582337272391674
2018-06-07,0.9999999999973832,-0.37574469646877723,-0.33720193257303466,0.8318273716467429,0.49382745264198347
2018-06-08,0.9999999999976467,-0.3813313918046055,-0.34767628906887693,0.830978640910056,0.5024077392434688
2018-06-11,0.9999999999976088,-0.38670867621459826,-0.35798843859933344,0.8305104693436617,0.5105112594280649
2018-06-12,0.9999999999977838,-0.3907476901041499,-0.36757528188255045,0.8302197900171263,0.5170840182495168
2018-06-13,0.9999999999978768,-0.39599257064475435,-0.37714301435568987,0.8295705061068919,0.5186649558360547
2018-06-14,0.9999999999978584,-0.39962388618666667,-0.3852971457185386,0.8295792364549682,0.521097770893087
2018-06-15,0.9999999999978856,-0.4028119617205712,-0.3932636699577853,0.8298502435092391,0.5179673467120952
2018-06-18,0.9999999999976855,-0.4054311649943745,-0.4013847618489676,0.8300437971978504,0.5066611007488486
2018-06-19,0.9999999999974319,-0.40635900573926537,-0.4078000619796825,0.8299777106195344,0.49540325699911664
2018-06-20,0.9999999999975707,-0.40603687009558825,-0.4130092597041345,0.8307744009297248,0.4824452322960476
2018-06-21,0.9999999999974256,-0.4055418763405987,-0.4170528215591005,0.8306664738306363,0.4715931056427047
2018-06-22,0.999999999997374,-0.40946898592370234,-0.42484218205318464,0.8304095985306573,0.45478934036382584
2018-06-25,0.9999999999973688,-0.41040864885863854,-0.428506258583506,0.8280464945973901,0.4427163294144141
2018-06-26,0.9999999999973148,-0.4104373247172331,-0.4317546251802341,0.8266783688450422,0.427170948469134
2018-06-27,0.9999999999973341,-0.4084342873418682,-0.4322549816909986,0.8231413927789119,0.410864158085226
2018-06-28,0.9999999999972206,-0.40551295857146785,-0.4327685780272939,0.8215972069845032,0.3911566693332381
2018-06-29,0.9999999999969689,-0.4027942128756927,-0.43314924217881257,0.8201747816961485,0.3718673688245113
2018-07-02,0.9999999999970242,-0.4014221737828956,-0.4344750949874005,0.8199441251059535,0.3511960532615262
2018-07-03,0.9999999999971232,-0.3996245256260362,-0.43541656518528754,0.8187737083588862,0.33021388374419414
2018-07-05,0.9999999999970431,-0.39657517138636666,-0.43672465159639723,0.8192047803983569,0.31156794615729566
2018-07-06,0.9999999999968395,-0.3899486991963223,-0.4365052664948962,0.8206374676178492,0.2939193906802424
2018-07-09,0.9999999999967267,-0.38295529337431383,-0.43650480848483014,0.8228798358645508,0.27536299820709176
2018-07-10,0.9999999999966314,-0.37442946729417026,-0.4353863468336017,0.8251122537263401,0.2536836508072878
2018-07-11,0.9999999999965185,-0.3629922308139131,-0.431406671439519,0.8263714643462199,0.23741128182261328
2018-07-12,0.9999999999965821,-0.3504999066479595,-0.4274702892164503,0.8287779614894989,0.21737835501091007
2018-07-13,0.9999999999969337,-0.33523866742701536,-0.4213308099562458,0.8314307618460837,0.1902112653449643
2018-07-16,0.999999999996902,-0.3235960136136711,-0.4172539953943112,0.8341046141839995,0.16305558549848392
2018-07-17,0.9999999999967485,-0.31044521701386735,-0.4121289743827889,0.8369863308648042,0.13387798427766284
2018-07-18,0.9999999999967255,-0.3009086717008226,-0.40919485981907516,0.8400126679623584,0.10039798589113288
2018-07-19,0.9999999999968514,-0.28839263996593134,-0.40386669672415276,0.843936743465224,0.0650222857967216
2018-07-20,0.9999999999965482,-0.28117333026387675,-0.40129195561869496,0.847168636762282,0.03590875713009298
2018-07-23,0.9999999999964573,-0.2806853448078863,-0.4027056637486002,0.8501946580517511,0.004888426733314518
2018-07-24,0.9999999999965654,-0.2773629908616699,-0.4020308352939622,0.8528077146262787,-0.025241645826563908
2018-07-25,0.9999999999965312,-0.2702216430184635,-0.3984204333153105,0.8547403074402932,-0.05774124141511243
2018-07-26,0.9999999999966651,-0.2615617026093563,-0.39272867261082633,0.857001216514402,-0.08846479558534966
2018-07-27,0.9999999999969477,-0.253875462065837,-0.3864895999756845,0.8584965557748611,-0.116450274041216
2018-07-30,0.9999999999970911,-0.24689604559010903,-0.3806447390209995,0.8590962670313458,-0.13902780249939
2018-07-31,0.9999999999973261,-0.23679765281362636,-0.37242933470515904,0.8599491011553015,-0.16290301344916966
2018-08-01,0.9999999999971538,-0.22907398724689892,-0.36596404237028635,0.860355775427528,-0.18928508225949772
2018-08-02,0.9999999999973364,-0.21962646643254916,-0.3577451793761785,0.861716342281696,-0.21666350946796534
2018-08-03,0.9999999999973723,-0.20701633340470876,-0.3466191833131541,0.8635724626289808,-0.24307445699789787
2018-08-06,0.9999999999970395,-0.1945283853629973,-0.3342239383550055,0.8647426666690539,-0.2687899554783923
2018-08-07,0.9999999999969503,-0.18601763877567778,-0.32393287176045377,0.8653563574804286,-0.294150900994836
2018-08-08,0.9999999999968688,-0.1837119274778171,-0.31806741329733945,0.8660242336243008,-0.31913281389580894
2018-08-09,0.9999999999968144,-0.17871847209232478,-0.3107476803302796,0.8664524702593766,-0.3441257637884114
2018-08-10,0.9999999999969733,-0.168752260866898,-0.30087734827846374,0.8658502560891098,-0.3683751819110664
2018-08-13,0.9999999999970515,-0.1578718956088263,-0.2916028036812954,0.8640375508359643,-0.39093565990341045
2018-08-14,0.9999999999967295,-0.14884867548060224,-0.2830055954966339,0.8634731331481108,-0.41429275322195414
2018-08-15,0.9999999999966737,-0.13667248920326164,-0.2721822189310629,0.862205724834849,-0.43385213452634896
2018-08-16,0.9999999999965403,-0.12275693113373069,-0.2604958003023018,0.8613104081950113,-0.45523938834957295
2018-08-17,0.9999999999962227,-0.10548896577190753,-0.2470787753156756,0.8608042095328235,-0.4766558224398495
2018-08-20,0.9999999999962488,-0.08061148166718779,-0.22757659757808119,0.8604180053511229,-0.4967411634977869
2018-08-21,0.9999999999965158,-0.05746757559146025,-0.20943702402374348,0.8602387831354857,-0.5149299069467973
2018-08-22,0.9999999999969403,-0.03282768317810247,-0.18927330225410036,0.8602267888021286,-0.5310353063144083
2018-08-23,0.9999999999969537,-0.010759399745821144,-0.17117640184291458,0.8605629460752539,-0.5456208291801865
2018-08-24,0.9999999999970726,0.009594934526588736,-0.15396902059105905,0.8609118128456681,-0.5618489923842812
2018-08-28,0.9999999999971065,0.023687605820955786,-0.14137876294096854,0.8619944085725858,-0.5755028718476302
2018-08-29,0.9999999999972009,0.04385404018184326,-0.1251046575347644,0.8627691360138257,-0.5914667306193955
2018-08-30,0.9999999999974972,0.06447680735318792,-0.10831892915924857,0.8635764484655832,-0.608072589401293
2018-08-31,0.9999999999974217,0.08926287826018676,-0.0889976655431322,0.8639818121243202,-0.6259701422450422
2018-09-04,0.9999999999971678,0.11076548704885428,-0.07224688984153718,0.8643996211644019,-0.6453282705178711
2018-09-05,0.999999999997757,0.12700398309904393,-0.05846761500594071,0.8647254570068366,-0.663928257280841
2018-09-06,0.9999999999974382,0.14444288067568709,-0.043394425072543444,0.8652483612744731,-0.6805230408760519
2018-09-07,0.999999999997234,0.15829960569569107,-0.031986565818342805,0.8657879308195217,-0.6969740305580109
2018-09-10,0.9999999999974645,0.17370918521295584,-0.01950759164227834,0.8665457390245079,-0.7145855551409979
2018-09-11,0.9999999999976248,0.191717437555729,-0.005829769460257859,0.8674937179299907,-0.732155954716229
2018-09-12,0.9999999999972159,0.21926709317228618,0.012539157717939774,0.8683322495246216,-0.7485364855749301
2018-09-13,0.9999999999973129,0.24611714660827508,0.029796831451820174,0.8702404697206558,-0.7604454055247978
2018-09-14,0.9999999999971162,0.26508130562013166,0.04263671372692689,0.8729257854688504,-0.7702353811165168
2018-09-17,0.9999999999972273,0.2814301585290021,0.054675450152893414,0.874718992275806,-0.780426309705763
2018-09-18,0.99999999999734,0.28947823418696894,0.06230856746209218,0.8766001129632726,-0.7900799628952676
2018-09-19,0.9999999999973613,0.29749194737035667,0.06917318654055088,0.8785579913022633,-0.7987952142465862
2018-09-20,0.9999999999975869,0.31725603806321034,0.08302725223237804,0.8804838898597542,-0.8047565025121936
2018-09-21,0.9999999999973291,0.3378240924751385,0.09741901956321082,0.8825267934087705,-0.809779632758126
2018-09-24,0.9999999999973652,0.3520258866827631,0.10937588811759036,0.8844083485903288,-0.8124730797948778
2018-09-25,0.9999999999976967,0.36435683270578145,0.11973274305137893,0.8863857629513124,-0.8148093343714385
2018-09-26,0.999999999997457,0.37984682653654894,0.13263348720642332,0.8879996230073854,-0.8172852683534307
2018-09-27,0.9999999999972339,0.3925950421215893,0.14429124409060662,0.8899193772048203,-0.8201339915076424
